@requestId,@duration,@billedDuration,memory,@timestamp
137c7700-27db-46c1-919a-3762d32af1b4,4240.73,4300,143.0511,2019-04-04 02:36:53.627
2ebc7fef-64f0-4fc7-bd65-9bd2c3406dad,253.66,300,144.0048,2019-04-04 02:55:18.847
0cad5379-b04b-43ba-a979-5a355c551be9,231.4,300,144.0048,2019-04-04 02:55:30.810
fb7a7743-572f-4fd4-889e-d8db3d100f7d,195.82,200,144.0048,2019-04-04 02:55:21.389
27effe64-9796-4eef-950b-e2891e3ff93f,167.39,200,144.9585,2019-04-04 02:56:31.967
acf1b260-7794-405c-9242-7630a0855d3c,149.52,200,144.0048,2019-04-04 02:55:28.407
e35daaa7-14f4-4d8b-a946-0e10bcc66de1,142.93,200,144.0048,2019-04-04 02:55:42.710
17a34b35-6fbc-49cc-ba50-8e5b4a32290e,139.94,200,144.0048,2019-04-04 02:36:58.407
23b1844f-6980-418e-b572-9036e4a21a70,139.22,200,144.0048,2019-04-04 02:55:45.067
38613c49-13a2-46e0-ba81-0e758499832b,138.79,200,144.9585,2019-04-04 02:57:29.172
b511ca31-4585-4b31-8c8b-adb5a1d6b8cf,119.25,200,146.8658,2019-04-04 02:57:45.247
1c3eda65-9091-4083-8c61-d5f01fade400,116.29,200,144.9585,2019-04-04 02:57:40.627
4e335324-e909-457f-a5e6-3f75c3f5944a,115.65,200,145.9122,2019-04-04 02:57:42.847
cb3b1ed0-54f0-4782-847f-839f824d0ee3,109.04,200,144.0048,2019-04-04 02:55:51.767
567f388c-ad7e-42a7-92cb-d64d291a485e,108.66,200,144.0048,2019-04-04 02:55:26.092
6623297c-bfed-4770-98c8-213f3a3f2ed7,104.33,200,144.0048,2019-04-04 02:56:17.208
51246e47-460d-4b3a-9293-9e106fd27d58,102.62,200,146.8658,2019-04-04 02:58:52.050
3878bb9c-bace-41be-82a5-545a9c96b625,101.74,200,144.9585,2019-04-04 02:56:24.917
92e19096-3e77-47f9-b720-f21f42e95d87,101.07,200,144.9585,2019-04-04 02:57:20.168
201d740d-1405-48fa-8079-e2e658047423,99.93,100,144.9585,2019-04-04 02:56:39.469
9f8bb357-dd68-4ee9-8b58-01e17645a6f3,99.19,100,146.8658,2019-04-04 02:57:49.748
8e418f27-9d37-4122-8a25-1ee2dc44310a,97.24,100,146.8658,2019-04-04 02:58:54.529
cbfd11ae-e6bd-43e7-a6ec-0326c6114df3,96.58,100,144.0048,2019-04-04 02:56:03.330
6b352a16-25e8-4f22-a18e-60279826bed6,93.42,100,146.8658,2019-04-04 02:58:31.568
666c3a24-cdce-4ce9-8fcb-222378dc7f92,91.69,100,144.0048,2019-04-04 02:55:23.827
ffd2a2d3-d073-48da-a281-f843d1bea4ea,91.67,100,146.8658,2019-04-04 02:58:10.489
90329d43-b374-4df6-9fa2-146219832f97,91.16,100,144.9585,2019-04-04 02:57:09.987
aa236db9-a25a-4b33-8cda-9f05bd21b907,90.35,100,144.0048,2019-04-04 02:55:35.809
5c3e2053-0323-4f22-9f9c-cb91314beed7,90.06,100,144.9585,2019-04-04 02:56:34.889
aa820e20-4259-45e3-a875-ba24f7c01054,89.1,100,144.0048,2019-04-04 02:55:49.511
9ce81b41-761c-4633-bdf2-63e9a098ad9b,88.88,100,146.8658,2019-04-04 02:57:58.732
6b83d208-709a-4bb5-b94a-83382199d95f,88.09,100,144.9585,2019-04-04 02:56:53.310
f584425e-a3a2-4a65-a5a9-99853a9b5e72,87.07,100,144.0048,2019-04-04 02:36:56.107
f0c07631-8276-42cc-a45f-4adfedf667d9,86.51,100,144.9585,2019-04-04 02:57:14.612
38fb41f0-ecd2-4967-84d0-353c9a7a9dd0,86.3,100,144.9585,2019-04-04 02:56:51.007
aecbe537-4931-40e0-9986-69257de0fb40,85.55,100,146.8658,2019-04-04 02:58:22.047
ca3f58db-55e5-43c4-b369-e1fa5d9eda14,83.77,100,144.9585,2019-04-04 02:56:27.348
fe356dc6-9f96-47a6-9e73-80d90eee79f4,82.39,100,144.0048,2019-04-04 02:56:08.030
a5162dfc-485b-4216-8c19-91f96ebb4aa3,82.2,100,144.9585,2019-04-04 02:57:31.590
4161f0ea-5f3b-4772-b984-db124be83f67,81.36,100,144.9585,2019-04-04 02:56:55.631
18c3cfa5-9614-427b-a57c-5a3ac6ad6c66,79.19,100,146.8658,2019-04-04 02:58:36.328
7debc328-9a94-46cc-ad53-8d633571fcf5,78.78,100,144.9585,2019-04-04 02:57:24.647
9a7adcc9-9ab2-4a17-a581-71a166405947,78.45,100,144.9585,2019-04-04 02:56:29.547
6a2ff48b-c51a-40da-8a6a-6cfbef03d923,77.8,100,146.8658,2019-04-04 02:58:26.490
e61f72f5-ae71-4b3a-8cf0-ac8eb6b2451e,75.16,100,144.9585,2019-04-04 02:56:57.971
1a3d8e30-221a-41ff-adc7-e5c525671e80,74.51,100,144.0048,2019-04-04 02:56:00.967
2f17bb09-58a4-4469-bdb6-51f6cb84c73e,74.09,100,144.9585,2019-04-04 02:57:07.712
0418b07b-270d-4970-8274-2b9589c9a2a3,72.82,100,144.9585,2019-04-04 02:56:41.728
52526cc7-0074-4b81-8d1d-1627e87c6099,72.46,100,144.0048,2019-04-04 02:55:38.069
dea9fc72-6b54-4a82-ab4e-73d80eec1f5d,71.76,100,146.8658,2019-04-04 02:58:28.648
22ed6667-777d-4179-ad68-3f813e075ece,71.44,100,144.0048,2019-04-04 02:55:40.413
75803cd0-bec6-4499-a052-ec3108e543f6,71.26,100,146.8658,2019-04-04 02:58:49.869
dd6299db-c202-431b-9073-ba26a7e3196e,70.13,100,146.8658,2019-04-04 02:58:00.930
0dd8a989-e84b-40d6-8a89-efdd82fd7ec0,70.03,100,144.9585,2019-04-04 02:56:48.575
07559df7-eaca-4f86-9e8e-0749665457a8,69.44,100,144.9585,2019-04-04 02:57:12.367
3cb28043-fbb6-414e-813b-e77001ad2050,68.89,100,144.0048,2019-04-04 02:56:10.249
bf2e0188-d4a1-4448-a33e-6a8fcc387aff,68.57,100,144.0048,2019-04-04 02:56:14.792
1e45c226-df57-4f77-af25-c7d6142d2a4e,68.34,100,146.8658,2019-04-04 02:58:12.827
0df9b793-e8e6-4c0b-be6c-305bbf95dbcf,68.1,100,144.0048,2019-04-04 02:55:47.287
f18c6c1e-c6bb-4926-a0c9-494363c87af2,67.86,100,144.0048,2019-04-04 02:56:20.349
7b952ee9-db93-4cc9-819d-d231eb163ea2,67.29,100,144.0048,2019-04-04 02:56:05.732
a6b3e85e-390d-4490-86d7-32bb4cee45a9,66.38,100,146.8658,2019-04-04 02:58:43.068
2031b7bd-f674-42e2-b62a-d7f54fbb8a3e,65.51,100,146.8658,2019-04-04 02:58:34.013
1273d6a3-d91e-4449-872f-0097f9712836,65.24,100,144.9585,2019-04-04 02:56:43.975
79866d3d-db92-4a78-8fb5-c780e1a0fadc,64.9,100,144.9585,2019-04-04 02:56:46.307
deee4e7b-d8e5-45cd-a0f4-146f5e1485ca,64.47,100,146.8658,2019-04-04 02:57:47.547
24c6cad1-20b9-4800-97a9-d6e2770d46e7,63.85,100,146.8658,2019-04-04 02:58:05.807
7291cf11-f000-477c-97d1-64c1058c72a0,62.67,100,144.9585,2019-04-04 02:57:01.049
79137514-1fed-4d3b-8a00-f6ec49d81576,62.02,100,144.9585,2019-04-04 02:57:38.368
34369aa4-b578-4b9b-8648-672326d5d905,61.54,100,146.8658,2019-04-04 02:58:56.787
a291412c-089f-4f5b-bb17-3f0338712608,61.51,100,144.9585,2019-04-04 02:57:26.911
c82b381b-d2b9-4d67-b6db-2b5f08832b14,60.98,100,144.9585,2019-04-04 02:56:22.567
b7da284b-37e5-4168-ad87-af71e2a28abc,60.91,100,144.9585,2019-04-04 02:57:05.550
74f5e055-8cc6-4e53-8371-3fe0925fcbd3,60.86,100,146.8658,2019-04-04 02:58:40.807
093856c6-5c18-4a71-8b84-d90e8332f184,58.68,100,146.8658,2019-04-04 02:58:47.730
84e3dc23-d5ac-4c5c-8020-9ad9b8194cf7,58.66,100,144.0048,2019-04-04 02:55:56.353
28444344-59e5-41c6-b7a0-7207720eed8a,58.46,100,146.8658,2019-04-04 02:57:56.367
ec02484a-c413-401e-8f5d-97d393796c74,58.3,100,144.9585,2019-04-04 02:57:22.391
0ba4a200-8ee8-4485-9f8b-3800d6611c36,56.11,100,146.8658,2019-04-04 02:57:54.067
64e84df9-e1bb-4d72-bdaa-e2e22f596368,55.22,100,146.8658,2019-04-04 02:58:59.367
a15cfc61-ca74-427c-a7ea-72c94c0939ec,54.99,100,144.9585,2019-04-04 02:56:37.107
c06ed903-81f7-4384-9d65-ac7cb9537cfc,54.84,100,146.8658,2019-04-04 02:57:51.967
b5e11bd6-e3d2-4b46-9b70-8f3fbdd32a73,54.65,100,146.8658,2019-04-04 02:58:38.511
6d4e266e-187c-41bf-9be1-060b96e2f4a6,53.54,100,146.8658,2019-04-04 02:59:01.667
aa7de793-58fa-4258-9146-5f3e12136bf2,52.34,100,144.0048,2019-04-04 02:56:12.395
b0513c02-64c4-4834-8e43-cc4c8283a605,52.06,100,144.9585,2019-04-04 02:57:33.929
095b62be-b27d-4205-b132-6fba682122c0,51.83,100,146.8658,2019-04-04 02:59:06.230
75b96117-5a3e-42b1-99eb-710348b12f1b,50.93,100,146.8658,2019-04-04 02:59:03.991
fdce4b2d-9a58-427b-9a1d-f93ea4bffc2e,49.22,100,144.0048,2019-04-04 02:55:33.327
12302c99-c7a3-4eeb-9ffc-aed034692af5,49.12,100,146.8658,2019-04-04 02:58:14.968
7e386a4b-72e5-4ff7-8fcf-484ed0fe3af8,48.69,100,144.9585,2019-04-04 02:57:36.108
32c06cb7-ffbc-409c-80ca-0b4daf21dfd5,47.97,100,146.8658,2019-04-04 02:58:17.430
b2caa133-1187-439a-a7b4-2a9476a51981,47.21,100,146.8658,2019-04-04 02:58:08.129
fb0256d7-823b-42a5-8852-73d1491aa7f2,46.27,100,146.8658,2019-04-04 02:58:45.431
cab5dead-1b4e-4f25-be57-a36509d8c2a8,45.73,100,146.8658,2019-04-04 02:58:03.188
ab79d3c0-aeb8-4eb4-9241-4060de65ff98,45.53,100,144.0048,2019-04-04 02:55:58.647
9f7b33e5-106e-4995-817b-b4cde4ace540,45.35,100,146.8658,2019-04-04 02:58:19.770
0e11139e-8479-4a71-afa0-5cffda1d59a7,45.05,100,144.9585,2019-04-04 02:57:16.768
601398d1-218d-47cd-8434-0795b633db26,43.06,100,144.0048,2019-04-04 02:55:54.170
408ebab7-2598-4de6-857b-7ea8bc39f03b,34.33,100,146.8658,2019-04-04 02:58:24.195